사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업장면적,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
하윤푸드,부산광역시,영도구,"부산광역시 영도구 해양로301번길 55, 아미르공원 일원 (동삼동)",부산광역시 영도구 동삼동 1165,35.0771904598,129.0820100968,5,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
에프지엘(FGL),부산광역시,영도구,"부산광역시 영도구 해양로301번길 55, 아미르공원 일원 (동삼동)",부산광역시 영도구 동삼동 1165,35.0771904598,129.0820100968,10,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
동삼커피,부산광역시,영도구,"부산광역시 영도구 절영로 524, 201동 101호 (동삼동, 롯데캐슬 블루오션)",부산광역시 영도구 동삼동 1189,35.0728468564,129.0737325776,30.76,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
지에스(GS)25 영도리인점,부산광역시,영도구,"부산광역시 영도구 절영로490번길 8, 2동 101호 (동삼동, 해동빌라)",부산광역시 영도구 동삼동 652,35.0709077086,129.0696460052,10,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
씨유 동삼스카이점,부산광역시,영도구,"부산광역시 영도구 와치로 213, 절영아파트 103,104호 (동삼동)",부산광역시 영도구 동삼동 510-2,35.0764401112,129.0657666164,5,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
커피홀 베이커리,강원특별자치도,인제군,"강원특별자치도 인제군 기린면 기린로 39-1, 1~2층",,37.9558303591,128.3178282517,,,강원특별자치도 인제군청,033-460-2770,2025-12-24,4331000,강원특별자치도 인제군
더리터 커피트럭,부산광역시,영도구,,부산광역시 영도구 동삼동 175-33,35.0880510527,129.0794129351,11.44,070-4034-0525,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
이디야커피 부산태종대점,부산광역시,영도구,"부산광역시 영도구 태종로833번길 11, 2층 (동삼동)",부산광역시 영도구 동삼동 1013,35.0622176752,129.0820280147,237.44,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
청솔로9,부산광역시,영도구,"부산광역시 영도구 절영로35번길 64, 1층 (영선동2가)",부산광역시 영도구 영선동2가 1-2,35.0899684996,129.0424374877,62.62,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
달리는커피 영도봉래점,부산광역시,영도구,"부산광역시 영도구 대교로2번길 22-2, 1층 (봉래동3가)",부산광역시 영도구 봉래동3가 90-1,35.0938100679,129.0453847335,51.54,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
카페 플라노,부산광역시,영도구,"부산광역시 영도구 동삼서로 4, 1,2층 (동삼동)",부산광역시 영도구 동삼동 227-220,35.0793572372,129.0686816498,71.74,070-4406-9373,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
블루샥 영도동삼동오션시티점,부산광역시,영도구,"부산광역시 영도구 동삼오션로 30, 163호 (동삼동)",부산광역시 영도구 동삼동 1180,35.069169828,129.0824045115,51,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
씨유 뉴태종대공원점,부산광역시,영도구,"부산광역시 영도구 태종로 834, 3층 (동삼동)",부산광역시 영도구 동삼동 1023-5,35.0621162315,129.0808977499,4.41,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
민토스트,부산광역시,영도구,"부산광역시 영도구 대평로 16, 4동 1층 13호 (대평동1가, 대동대교맨션아파트)",부산광역시 영도구 대평동1가 1,35.0911682295,129.035650577,7.44,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
태종대온천 매점2층,부산광역시,영도구,"부산광역시 영도구 태종로 808, 태종대온천 2층 (동삼동)",부산광역시 영도구 동삼동 972,35.064653925,129.0803149596,59.65,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
카페 도담도담,부산광역시,영도구,"부산광역시 영도구 영선대로 75, 삼호빌딩 2층 (영선동2가)",부산광역시 영도구 영선동2가 50-1,35.0877818937,129.041709783,49.42,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
온정김밥,부산광역시,영도구,"부산광역시 영도구 동삼로 87-1, 1층 (동삼동)",부산광역시 영도구 동삼동 231-66,35.0812263149,129.0705525004,24.55,051-403-3262,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
컴포즈커피 영도동삼점,부산광역시,영도구,"부산광역시 영도구 와치로 252, 선프라자 1층 (동삼동)",부산광역시 영도구 동삼동 510-16,35.0753495682,129.0690027081,39.1,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
(주)비지에프휴먼넷 CU부산HJ중공업점,부산광역시,영도구,"부산광역시 영도구 태종로 233, 64호동 1층 (봉래동5가)",부산광역시 영도구 봉래동5가 3,35.096393962,129.0489616445,4,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
할매손 충무김밥,부산광역시,영도구,"부산광역시 영도구 태종로 396, 2층 (청학동)",부산광역시 영도구 청학동 50-6,35.0917628024,129.0659094951,9.29,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
쉼,부산광역시,영도구,"부산광역시 영도구 하나길 572, 1층 (신선동2가)",부산광역시 영도구 신선동2가 122-1,35.0876146634,129.0468644435,39.15,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
지에스(GS)25 영도동삼로점,부산광역시,영도구,"부산광역시 영도구 동삼로 110, 1층 (동삼동)",부산광역시 영도구 동삼동 240-21,35.0830254254,129.0716908769,10,051-403-4595,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
하리카페 아델라(HARI CAFE ADELA),부산광역시,영도구,"부산광역시 영도구 동삼오션로 30, 124호 (동삼동)",부산광역시 영도구 동삼동 1180,35.069169828,129.0824045115,40.51,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
세븐일레븐 부산영도대평로점,부산광역시,영도구,"부산광역시 영도구 대평로 17-1, 1층 (대평동1가)",부산광역시 영도구 대평동1가 96,35.0907675365,129.0350835308,10,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
원유로 스페셜티 부산영도오션시티점,부산광역시,영도구,"부산광역시 영도구 동삼오션로 30, 114호 (동삼동)",부산광역시 영도구 동삼동 1180,35.069169828,129.0824045115,50.93,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
할매손충무김밥,부산광역시,영도구,"부산광역시 영도구 절영로 123, 1층 (영선동3가)",부산광역시 영도구 영선동3가 119-1,35.0850621967,129.0425520457,26.4,051-417-7756,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
이마트24 영도남항점,부산광역시,영도구,"부산광역시 영도구 절영로50번길 8, 1층 (남항동1가)",부산광역시 영도구 남항동1가 85,35.0902796681,129.0380585511,3.6,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
아덴블랑제리 영도동삼점,부산광역시,영도구,"부산광역시 영도구 태종로 755, 1~2층 (동삼동)",부산광역시 영도구 동삼동 770-4,35.06885345,129.0805890443,178.87,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
세븐일레븐 부산영도푸르지오점,부산광역시,영도구,"부산광역시 영도구 동삼오션로 30, 1층 119,120호 (동삼동)",부산광역시 영도구 동삼동 1180,35.069169828,129.0824045115,3.3,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
씨유 영도펠리체리움점,부산광역시,영도구,"부산광역시 영도구 대교로2번길 15, 102호 (봉래동3가, 성우 펠리체 리움)",부산광역시 영도구 봉래동3가 91-2,35.0938011375,129.0448672069,3.3,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
씨유 영도스마트점,부산광역시,영도구,"부산광역시 영도구 태종로 405, 302동 305호 (청학동)",부산광역시 영도구 청학동 537,35.0912454885,129.066583277,3.3,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
와따 컴퍼니,부산광역시,영도구,"부산광역시 영도구 봉래나루로 138, 블루포트2021 (봉래동1가)",부산광역시 영도구 봉래동1가 202-1,35.0955492204,129.0411310056,10,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
지에스25 영도푸르지오,부산광역시,영도구,"부산광역시 영도구 동삼오션로 30, 155,156호 (동삼동)",부산광역시 영도구 동삼동 1180,35.069169828,129.0824045115,3.3,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
이비비(ebb),부산광역시,영도구,"부산광역시 영도구 동삼오션로 30, 2층 244호 (동삼동)",부산광역시 영도구 동삼동 1180,35.069169828,129.0824045115,33.88,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
일이공과자점,부산광역시,영도구,부산광역시 영도구 태종로 58 (대교동1가),부산광역시 영도구 대교동1가 28-17,35.0928876096,129.0372311846,25.78,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
GS25 영도미주점,부산광역시,영도구,"부산광역시 영도구 일산봉로 64, 미주아파트 상가동 101호 (청학동)",부산광역시 영도구 청학동 69-83,35.0877964306,129.0648654634,3.3,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
스타벅스 영도청학DT점,부산광역시,영도구,부산광역시 영도구 태종로 373 (청학동),부산광역시 영도구 청학동 31-4,35.0937819149,129.0651931516,811.94,051-414-4156,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
천사날개트럭,부산광역시,영도구,"부산광역시 영도구 해양로301번길 45, 국립해양박물관 해양데크일원 (동삼동)",부산광역시 영도구 동삼동 1156,35.0785634153,129.0802448645,10,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
잭슨 에프에이비,부산광역시,영도구,"부산광역시 영도구 벚꽃길 39, 2층 (청학동)",부산광역시 영도구 청학동 482-126,35.0867838254,129.0581496843,92.15,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
와요분식,부산광역시,영도구,"부산광역시 영도구 와치로 288, 한진로즈힐 상가동 2층 203호 (동삼동)",부산광역시 영도구 동삼동 510-34,35.0736911294,129.0715839663,16,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
윤호손수호두파이 부산점,부산광역시,영도구,"부산광역시 영도구 절영로 111, 1층 (영선동3가)",부산광역시 영도구 영선동3가 133-6,35.0858024951,129.0417292867,49.83,051-404-0918,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
버거킹 부산영도DT점,부산광역시,영도구,부산광역시 영도구 태종로 173 (봉래동4가),부산광역시 영도구 봉래동4가 10-1,35.0950339826,129.0472189911,299.41,070-7462-8568,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
암튼 커피스탠드 영도점,부산광역시,영도구,"부산광역시 영도구 남항서로 40, 1층 (남항동3가)",부산광역시 영도구 남항동3가 141-234,35.0849176694,129.035794484,110.16,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
아브라함 커피랩,부산광역시,영도구,"부산광역시 영도구 와치로 195, 1층 103호 (동삼동, 제이)",부산광역시 영도구 동삼동 325-234,35.0778575251,129.0646527429,52.32,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
지에스25 청학로점,부산광역시,영도구,"부산광역시 영도구 청학남로29번길 36, 지하1층 (청학동)",부산광역시 영도구 청학동 152-2,35.0913608079,129.0617857343,4.39,051-417-1256,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
카페 현(cafe hyeon),부산광역시,영도구,"부산광역시 영도구 해양로 194, A동 1층 (청학동)",부산광역시 영도구 청학동 1-199,35.0887140548,129.0714589443,50.2,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
카페 영도일보,부산광역시,영도구,"부산광역시 영도구 일산봉로100번길 2, 1층 (청학동)",부산광역시 영도구 청학동 57-44,35.0901379674,129.0660326309,68.53,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
카페변호인,부산광역시,영도구,부산광역시 영도구 흰여울길 347 (영선동4가),부산광역시 영도구 영선동4가 1091,35.0773516844,129.0463119044,81.96,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
크러그,부산광역시,영도구,"부산광역시 영도구 남항서로 123, 101,102호 (남항동1가, 정림위더스하임)",부산광역시 영도구 남항동1가 1,35.0914079691,129.0373063148,79.38,,부산광역시 영도구청,051-419-4401,2026-01-07,3280000,부산광역시 영도구
